transaction_id,customer_lat,customer_lon,merchant_lat,merchant_lon
58,42.99988155978226,-74.70879876292457,44.35420768500418,-99.28986321577084
59,34.14383652813702,-92.5524236076159,34.8169080170385,-106.1742544766793
60,37.96719488744956,-117.65606087175739,38.938776134900294,-105.1961621923728
61,42.38469995309844,-107.57849874216092,44.363231815072794,-99.50872254082348
62,44.84197978862218,-94.69104258686245,39.82261926032845,-98.52976715696347
63,39.72717737807479,-98.36427864809546,35.95491924739923,-119.8360943540968
64,35.96748295814712,-105.63208986393165,61.44761318918985,-152.47039146707343
65,38.94494290463478,-76.8029396585668,32.938105611371654,-86.75085172335548
66,37.9310969006439,-84.75389446755875,35.70933250668401,-79.77615572525687
67,39.850311366372836,-98.95104208609312,40.377425825789835,-82.87286827037799
68,40.32938749700652,-88.94168132101755,32.501194161539374,-89.70172995391005
69,39.2403598976977,-98.33018033724164,61.4344319743551,-152.44705298176652
70,38.73059604356096,-91.99283453183247,33.01764741605882,-83.48964530246963
71,39.46576253149675,-97.84381714837342,34.81799505708168,-106.33281463532259
72,40.17368276209781,-89.53583161386466,33.80821478673892,-111.59149789780753
73,40.52310427688441,-99.04743360087322,40.6744173371846,-77.20733241389395
74,41.2607776415248,-98.5631036856387,42.04681980003331,-93.19702857114491
75,34.11155946591534,-106.72973200146663,32.98652778889902,-83.71857365181265
76,38.93992047269183,-117.05186690807625,32.72880386523601,-86.8402069824003
77,43.20026045822647,-71.70792073600254,41.017837059528034,-98.34947511105973
78,38.90990345558211,-96.63381444831654,33.02538524534598,-83.64281171826849
79,40.567971621712296,-77.31432055236583,38.50779548387075,-92.24405200141521
80,41.9700845133864,-107.36827109295463,37.51755806006592,-84.60650927965443
81,44.95585427842514,-122.37632744882085,35.61839010446653,-80.01753202971223
82,34.216153907046014,-111.0763841298743,42.870974526173754,-107.15383558596629
83,44.08189235351161,-68.93790489918078,34.98844544444185,-106.39793978710291
84,43.96027039407714,-72.89238699161471,39.91384618641915,-98.8188941066344
85,33.6496248481161,-89.7349645320973,44.391391440201716,-99.44485172376916
86,35.086577525489844,-107.40919112930807,41.64240476271993,-71.42700387886563
87,44.83831317335685,-70.20034754636339,39.83444248938766,-98.66137423258614
88,43.84707237441328,-100.19917513665835,40.65262226219072,-77.09845355560644
89,33.866742567081424,-87.52815419587147,34.91725221612265,-106.16516486295791
90,41.390640661391,-71.97056919270467,36.007628767903306,-119.73429932434601
91,44.341769797927974,-113.79877199474659,32.85217983380102,-89.84023769442688
92,38.132178375699745,-96.07666581284526,42.15706171674049,-71.53579741634103
93,38.975655532692954,-98.00298329224353,40.399477179414866,-77.37403605807866
94,40.675440530418356,-110.90240316021672,44.27072089152751,-99.44351428118628
95,39.77266277989149,-75.36241709265131,33.00329718206233,-83.69161936213857
96,39.04490102125751,-98.46302911393988,42.15653431779305,-74.99183561791128
97,33.35598460221881,-81.39527242664671,27.82811669205067,-81.5986166351591
98,39.15496492185469,-75.7233807866232,44.48665619533858,-121.97725599564257
99,42.02703688482795,-93.02657551033637,21.130165013009346,-157.52910716205338
100,60.78803595007829,-152.90248557784295,44.353247553264744,-114.55139643148505
101,39.62311884012583,-99.1466952676856,42.10856434810736,-71.60702249970288
102,39.15771859212223,-116.72635530440378,32.68896711285764,-89.5704083205448
103,38.45045056335178,-96.04931597650408,40.04947303503962,-98.47668382607338
104,39.875575477611285,-98.22984506324181,44.57352812192822,-122.2545378363975
105,38.991210292893975,-75.98293679782661,39.76062089581691,-98.40013285673605
106,40.71110687142733,-111.64199159927917,44.381016295045136,-99.62803934859059
107,38.855317856544765,-80.48464084189892,37.44416528123127,-84.59354332462206
108,39.13738917866646,-87.24328067822302,44.432413821685955,-99.53953290476123
109,35.75822963030781,-119.18676172862132,40.35825917277476,-82.78293153737292
110,44.19873854678104,-99.2650286145126,42.733332558360935,-107.29107739256409
111,32.48986693729365,-89.50278620506032,21.125702303190458,-157.3085484162316
112,35.55721952516315,-86.7844277589025,42.1896084325937,-74.85160743556854
113,43.6946664234114,-114.42703973911246,30.803704396394494,-97.59061419167224
114,40.36466351504968,-98.94257121817365,36.13388676152853,-119.73445455743835
115,39.398598901133155,-98.09375700086595,37.66481113101543,-78.14067147061368
116,31.32372181038308,-92.29370475851931,38.471653525695764,-92.3818627837468
117,31.31538293745458,-98.22093385732146,41.09140944968081,-98.2933591659658
118,42.56801666910533,-93.14050446414406,21.189819349011206,-157.442867895151
119,35.24385550044788,-92.53908959511504,32.90876158835249,-86.8267470409302
120,43.375546260034945,-114.58622158423344,39.873647640464405,-98.74016257187128
121,43.857230820639806,-100.05412222008867,39.9069717104709,-98.41221373629875
122,31.06469642289339,-91.60203981846587,47.579463936589974,-99.628632305356
123,38.2003235480237,-96.83642548237916,45.660377135057594,-93.89265527599598
124,46.9466124010584,-93.88478644240135,44.486549934739294,-122.1863877226893
125,35.46683750365653,-106.67810925198904,39.89465869591991,-98.64746913292586
126,39.95740563170842,-76.90715519984909,39.786351513323645,-86.21573543607612
127,40.07794147042302,-98.30636737749376,33.01380413160568,-83.57445564434953
128,41.55026583577596,-94.43757112553207,40.42014621731201,-88.96957794951625
129,41.86068687799301,-75.68362738098753,44.36836317011647,-122.0657636651791
130,36.94059598286498,-119.75084270821549,43.416358461330844,-71.56633278424958
131,43.101141555954385,-92.83457388667344,44.20642447482996,-99.43601760960979
132,40.01564445557747,-86.78644743328942,39.904213662234255,-98.66128087971443
133,39.07282711632996,-98.5414332230801,32.733430414050964,-89.67879819022028
134,40.006460691168606,-83.07747130893553,39.17265566603692,-105.26699543849992
135,35.637829961711354,-120.65691244721005,34.02042998543328,-128.3096953781854
136,40.34930110962102,-89.29542070395311,21.200895769615187,-157.4567696569971
137,41.84165275739792,-71.72784290883757,38.50373864286588,-80.99416046814632
138,27.008696266697452,-81.54060223921083,32.79426285817057,-89.60460602033238
139,39.5291831255106,-105.72528478773793,32.885146633162186,-86.9053082983701
140,36.29478238697058,-120.03591368211413,32.78347697245067,-89.82948139331971
141,38.79796483561179,-97.11982577772095,35.67835032312847,-79.76911385298648
142,39.511229461056786,-75.48334032772819,47.28418589881724,-121.34146099523716
143,35.50036991250073,-96.9951404507233,39.96678389756973,-98.66839412997246
144,35.72410341769077,-86.60746546760639,35.60689105601624,-79.77906261166129
145,33.56623872689424,-80.97910365136781,39.84142679917282,-98.44279831177563
146,40.14662255282574,-75.42239120812198,35.74998975566092,-79.87889621727726
147,36.69100098687592,-97.05127611808196,39.825016779275266,-98.52629563024026
148,34.28315806044248,-81.03072824473475,39.6274800189234,-98.51391371754976
149,39.69498498045098,-111.47533095506921,39.903531136863855,-98.56024204978605
150,21.546471465631306,-157.74349273419165,39.965776313561605,-98.56320663355804
151,42.66330432182436,-106.73185427941813,44.23326345667775,-99.64930448582034
152,39.20446803148539,-97.86196067302272,40.615748023438165,-77.19274080119014
153,43.21133717682386,-107.15471063723811,21.066799212134008,-157.54219897885122
154,40.53765713713261,-98.80155667705873,40.36692807327586,-89.00170713314675
155,35.80937696109209,-96.97180231043566,42.059327467808785,-74.9234901439385
156,39.9211030814288,-98.57086837117266,44.2561822765689,-114.28225877034457
157,40.529446114890604,-98.74667956102785,32.87043086554837,-83.6338178945986
158,37.48809479839259,-92.17628261691605,35.559723769262334,-96.98630305380847
159,44.53572774933507,-99.29053072816295,44.73253072287208,-122.00963302290344
160,31.022919635254706,-98.70411529304477,44.664984718302186,-121.97717039647603
161,40.81185063851847,-113.00630772906133,21.11482637523676,-157.43248289337924
162,40.98956431007666,-82.46396607718846,39.83435657568892,-98.681335428756
163,34.91116459479486,-92.17871113924136,47.000209002981165,-110.61297689950162
164,44.388183966308084,-115.21522103507273,41.70748089054881,-71.62651981158284
165,34.11901108608566,-105.34324406711492,39.69008480602783,-98.64316824837233
166,31.15936027104854,-92.9090053529511,43.531031948143045,-71.63396828394751
167,37.2592522918473,-77.70777297689222,39.03763851747107,-78.25020078608796
168,43.8577953880479,-71.34871356858274,39.7906695576486,-98.76516363116534
169,21.843833802741,-157.84137814472214,38.526981864573024,-81.14611216687192
170,44.6882887083071,-69.3317960195689,39.84316020725476,-98.2781206717282
171,39.002963813103285,-75.09680888652166,32.79396924522094,-89.74655989926676
172,35.968176701590465,-97.0110774684654,39.91582432175767,-98.38340373765783
173,37.743539445317055,-84.81062961453424,44.15103161838104,-72.57102068340656
174,39.40779723030398,-86.48475654476904,39.89584232718413,-98.59270320104147
175,43.56870999350661,-72.44033858605229,39.89544897157067,-98.6129385755897
176,39.349197382665615,-75.79542753447306,40.4812282574088,-77.25946146066282
177,32.843637175087956,-87.52867461073464,39.78589870687478,-98.57071698694072
178,39.915852955062434,-75.66343717740027,30.92989676498908,-97.58442700126977
179,43.043333347954956,-84.26000572247132,32.70785546736378,-89.94975266215793
180,32.900299250598906,-97.49227935420454,39.83721915103086,-98.7336409971997
181,46.79662736701919,-99.82998647883652,47.56252913323116,-99.71380058608233
182,47.519620828659136,-122.08346510158407,41.979724339091995,-71.54012823493782
183,38.79282366469544,-105.94238986205615,39.91110582241056,-98.73705767491799
184,43.760976419728294,-72.26896498750874,43.465900868558336,-71.47049856779813
185,39.65933334219886,-97.73454008274659,44.49157063255935,-99.41511049999804
186,35.24039668529514,-91.84276856684174,39.88274263724855,-98.53577567824014
187,39.05648829861195,-76.35081908758886,44.101449458675056,-114.24059126412384
188,42.9171954789025,-107.42533174069567,21.220650725911792,-157.57328279728617
189,61.6622701337066,-152.36582298321997,40.39545975011036,-89.01977798692938
190,35.08299484635481,-97.34035253656982,37.589751579773974,-84.67036403123222
191,37.67801740976303,-92.91208230751106,44.05942842975292,-72.72345350444138
192,39.92341576712835,-98.60202176716655,40.08019502068882,-98.56682615660091
193,42.56642617525636,-107.25192410731925,44.40177750425104,-99.44379083893774
194,39.660887179318124,-75.3091180177989,37.740295442315734,-78.1588804201118
195,40.62776105709604,-98.45796085248101,44.1699408975829,-89.64845904271328
196,37.3989613751336,-92.21966864662356,40.721958234378285,-77.34389557681338
197,39.90316636725402,-98.08678409706535,35.67445586331965,-96.80093688277242
198,32.92276508432725,-80.6925415226941,40.238226481490535,-82.86474821365725
199,44.67910412980425,-89.53748443907419,39.90093360742394,-98.67241166048017
200,41.86217155508143,-97.92391503307948,44.38871181192935,-99.54684467761152
201,47.50762562010631,-110.6124337883202,41.61977037298546,-71.44923364599543
202,36.03945088739397,-87.11575442387867,40.03393010101925,-98.39806494236102
203,39.617648911807464,-98.29304542915337,39.95374636835916,-98.55832007995585
204,39.63465950557088,-98.23993633316489,61.346747838766824,-152.43992996540513
205,36.578690802642264,-78.7186044650625,27.858461629150728,-81.51366330983608
206,60.89902565735212,-152.31299467251202,37.77797823293973,-84.72208850258947
207,39.39793508861731,-105.32799884779008,39.94734019884253,-98.70774507396686
208,41.45925068561617,-93.07075641552859,41.13499060999004,-98.27371438964934
209,44.58769908010224,-99.90415278227887,39.69135643883786,-98.62951081080287
210,30.860347720650953,-97.70533459052896,44.69892557113539,-121.99389627532008
211,31.321106934577717,-97.45246120268534,39.80600715442844,-86.34367251567835
212,39.22972128965399,-98.92675342523533,33.852599801163905,-81.06050542001827
213,39.9130598788683,-98.67671906361782,31.12981615884568,-91.75165170987884
214,33.73939468888864,-92.56498777264247,43.21724825543705,-71.54003973270706
215,46.07554479159946,-94.57574510210691,30.932181241610863,-97.73329098317105
216,44.27227999635659,-114.649222138102,40.321591526960844,-89.02293416394859
217,32.59375278752528,-83.89087103829372,35.97619420156325,-119.64354143700712
218,40.20779956695519,-99.29578616185327,47.46801754295111,-100.44934063256213
219,39.62301733893809,-98.76068197794866,32.64637134040311,-89.50529855515329
220,41.50833274847056,-92.77637384228628,42.82502031309088,-107.33297659782237
221,39.36110755183223,-93.06791616054078,35.62209686990211,-79.85529201649405
222,45.17424357513543,-69.20514406781243,61.19798648213335,-152.28047105562536
223,43.56934886146229,-85.05384093098147,47.49394408952136,-99.9140004914972
224,40.505332987191764,-77.13469601632009,36.0827382841366,-119.72661044998728
225,39.02192981547441,-98.4108792692484,41.4884475403137,-71.50867204817628
226,38.928722087983765,-98.55424755475686,34.96909209954123,-92.33278850323215
227,44.4770188584008,-72.18689178887453,38.36559574006241,-96.7323066053133
228,36.63553644228003,-79.74683771575114,32.65851118596987,-89.68666611264393
229,38.86797802984297,-105.89933307856607,41.7678034188207,-71.45334474417247
230,43.63252746394394,-99.48546529190845,47.47226563508178,-99.9441712514525
231,39.681373271262004,-83.39789491190017,46.91608202465572,-110.50014830002033
232,60.754942069815534,-151.72419015260633,35.45513933182401,-96.74855151881465
233,35.04534115691155,-91.85043935584508,40.441770760639024,-82.61434011175534
234,40.569068950225834,-77.34303950568568,33.76023047517503,-111.45874996995433
235,40.05508622366729,-97.80459705328995,39.98098210511618,-111.87003622045566
236,32.154784230476714,-97.75861057190403,61.472088789928044,-152.31735659391472
237,40.87886296092047,-72.60696677618223,42.77793371305764,-106.98425214959356
238,37.17822874632231,-81.764730140275,21.071446399263603,-157.5340995893681
239,35.67445595654293,-120.09142488076876,21.162745397445153,-157.5823578974498
240,44.42340035793759,-68.88342269901905,44.32477190081481,-114.52658556826036
241,39.41722134806762,-111.42279409546798,61.276731473879586,-152.27523417835584
242,38.736290904778635,-96.82312094168915,44.61586922749856,-122.26614070674401
243,39.80406116235203,-76.90669433886681,42.77266195244527,-107.36013508023213
244,38.97856425582164,-76.00310334741305,33.70275681297026,-111.47298499781918
245,46.03604816322969,-93.74498403239106,37.82351684003705,-84.87168588131377
246,41.9999181766824,-72.24251599090927,44.36359655247294,-114.60804987943976
247,39.48341192914432,-76.16058553064133,47.4789757358256,-99.88354243830494
248,61.36727560233738,-151.39039507514303,37.6267910915409,-78.28373070203081
249,38.75457546531335,-92.36478437493517,42.03846394190172,-74.99515535676329
250,43.483642903822506,-114.723910825102,37.57095716934042,-84.63897424181224
251,21.41588496233824,-158.8252888932941,32.817377058955444,-87.0214486448594
252,33.73291289975852,-110.63545922540796,42.19533491753422,-71.50451505712938
253,40.19699375465547,-98.1927761998087,27.849722745652834,-81.6432665027053
254,38.687090372981444,-76.47988839413506,39.97729263536003,-98.53100558615252
255,36.21127699606261,-120.51899797144634,42.6496559846696,-107.37436664131916
256,39.74956142879519,-74.60318397794823,39.735443118819965,-98.4928734781679
257,44.37265165267931,-122.6287740830371,46.829653039472554,-110.44751103192118
258,37.52706400748235,-84.64918250406954,47.50425520442142,-99.61221299218376
259,41.55367042326432,-98.69812227680674,39.63372916856898,-98.61549709240848
260,39.58149052483956,-112.72667760258088,42.29401521456431,-71.53114169939316
261,39.05249739775333,-80.99141284698415,44.02401910016683,-72.83814182388056
262,38.21360276508673,-97.6236615266131,39.932193287851675,-98.71118410850971
263,35.74042734454171,-79.9297336418128,39.86716630123292,-98.57605409345763
264,34.968683334000275,-79.97273208982203,35.75674345177403,-79.88870340894898
265,39.06996456354333,-80.623639502581,31.18347573241257,-91.941732276733
266,35.62915622275736,-119.11074991328653,41.7388439315637,-71.30929213906705
267,38.74131102488005,-75.07585774937631,45.74936465048748,-93.93439472002481
268,40.51021744010155,-98.37832742578772,39.73461069715383,-98.59133390162744
269,38.844093596448445,-75.74139885769276,44.37016461535397,-99.33990059547658
270,39.93890616689468,-98.95453743829476,44.33794284203954,-99.36648803620423
271,43.254403127380144,-114.42058861248454,42.146707020160065,-74.85267987445906
272,44.23872058243075,-72.46851014926361,33.6815679033619,-111.43105582828674
273,36.03718448490194,-96.96135686648513,44.28600995557316,-89.77010372984421
274,38.27924498183639,-118.06137398405305,43.400877513064174,-71.5575444442273
275,40.732972397242285,-89.48571697172599,44.33715041434701,-99.29197865956378
276,39.50792806714219,-99.35302646086133,43.48147599570571,-71.68309570065362
277,39.41880071326324,-98.11783152914876,35.02820492753767,-106.34855101163414
278,27.397569129992295,-81.90671748120441,37.71455619464746,-77.9766387486188
279,20.82903408515611,-157.69221295726305,38.68821774731749,-96.66881836884606
280,35.462653616474626,-92.8261794365112,39.77528203168242,-98.68347183576789
281,38.85671577301791,-91.67574639610828,39.768322563081846,-98.61592413229042
282,38.33098096748067,-81.72806499663909,32.67426379222404,-89.60136937852364
283,35.31013574777745,-86.6458540688975,41.88073710255358,-93.22492609111289
284,43.764215422707,-73.32152174189189,61.44975460961551,-152.3197562638799
285,32.256876643882016,-89.78678773209687,39.83273186830724,-98.76097617871278
286,39.12975363680298,-97.93635778181661,35.45882931034974,-96.80309868917483
287,38.64581616280833,-75.1777271114298,39.79716968924897,-98.59657662691544
288,62.298683956766986,-153.03151231715933,42.815445819626106,-107.24714103364423
289,36.64699069458319,-92.91168841011594,44.50942252064966,-121.98934577141674
290,31.06941407039907,-92.09933047836589,36.72118071838973,-96.72904981462452
291,47.07475927223971,-121.7916995610163,33.07260539370809,-83.54326784845236
292,39.141780583820164,-99.10268664099691,34.806155261507165,-106.19510619887525
293,39.357813838740164,-98.77253222781697,27.694131798139587,-81.61103134520373
294,34.785744763182095,-106.61283304290241,27.648645218675995,-81.72638770174993
295,44.16780427521884,-99.0151712871442,39.93011744428383,-98.69780766843091
296,36.12235134581921,-79.45009449580803,40.3356797640389,-82.68912129799584
297,42.35989550082842,-107.09966574360739,42.472694002347026,-71.50705111617758
298,44.06956743086573,-115.13572843553708,35.57355348708006,-96.82912666303235
299,43.94510092134342,-99.16835309768645,32.780339223828996,-86.83097633461338
300,40.072944019789794,-99.52609320110635,42.21103602516437,-71.43140028179793
301,38.971543837248596,-76.7985946603261,41.11209792495795,-98.0768201441522
302,40.58120524644646,-83.40294366151957,44.21318658937138,-99.42943305582116
303,39.085014819071276,-91.95781149967958,32.84088341413265,-89.7916722504911
304,47.84430163512606,-100.15290457032292,39.81629866633715,-98.49449062973379
305,47.24459964758892,-100.50415406319536,40.553943093825296,-77.19764906375264
306,35.906799072286965,-97.37346331276004,40.53534170662902,-77.18823286761456
307,39.59143458586665,-75.4056933906041,47.51425837914788,-99.85796465596606
308,21.537885139577376,-156.89156671547266,34.91125911424934,-92.42056291613704
309,42.57200493061428,-71.44646327377275,40.64894194401833,-77.18265337197595
310,40.33989071342651,-112.06603781925858,38.3268018598791,-96.70715333811994
311,35.18547725298141,-106.10556816320482,35.55546528313041,-79.86426806999565
312,39.68463168757386,-92.1124824964223,30.81971358796606,-97.6208847166841
313,38.418078286858034,-97.34567067111996,40.57776760737105,-77.25904699613895
314,39.92622532180372,-98.72189783521732,38.42122190245573,-80.98833609375704
315,40.251829602306756,-98.54746004330632,38.43456665634918,-92.25324358483297
316,21.093525036863305,-158.05161889796318,21.16297232151764,-157.56077221492598
317,38.142237666706855,-117.81216468238327,39.910494882482574,-98.56703363773325
318,38.669027381251574,-96.31958289556029,41.76313133338108,-71.58221015860296
319,42.17178661154606,-74.9909761925177,37.650079468280765,-84.75051858852915
320,36.828716955834714,-119.17448175611821,38.500427005068694,-92.15268778398031
321,41.834999591094565,-72.90692124527217,39.78615190223435,-98.54092763624429
322,38.62945803502231,-75.07379934413227,33.56691161424725,-111.3209835860796
323,44.82037162760057,-121.09557067960851,39.84630805413792,-98.51390432741951
324,44.64827760750119,-99.88161678312274,38.419863024866146,-96.8198638613392
325,39.8119345810773,-98.58312932132571,42.16913147604921,-74.89863583254217
326,38.119810840496434,-80.53495801551745,44.342834786946085,-99.28075864636766
327,40.0437651746754,-98.61422563732035,45.90920217936671,-93.90858818370022
328,39.973052704910124,-98.36222953518234,47.494007477228536,-121.48194240917918
329,42.98129818571009,-73.04201939203094,32.89060400847585,-89.82493285284708
330,39.336028007848284,-99.35761694465634,39.735777769340515,-98.74310183273599
331,45.74854793927395,-94.34663616345462,44.42002170986804,-89.56624080343363
332,38.48940490102903,-92.15549064830876,37.833940936735345,-78.05069621391267
333,27.517658458568675,-82.02758342543274,34.88199302888383,-106.09158750448167
334,30.373527114116342,-97.36386319437285,43.58158907492525,-71.50233189254604
335,34.02290430103997,-80.67482564137244,35.810403531538974,-79.72689214727198
336,39.052740744571416,-98.6217807351332,44.58077709733264,-121.96835150927647
337,38.49772202040484,-92.2803552229711,37.77360539166977,-78.14598221324475
338,41.551082438180295,-72.96493744881889,34.954932682564994,-92.34261001462023
339,43.06630020769566,-105.9342676169328,42.623044264738915,-107.24377204309826
340,45.43183453275278,-69.76867206561427,44.30892611770763,-114.51531613667757
341,39.57009575618598,-98.94606596236241,31.04541742803772,-97.57628081421073
342,36.00671477258814,-80.52846035911124,39.91330181240946,-98.49672095558043
343,40.00389899962516,-85.11437078924202,42.13488148730952,-93.26061511456105
344,39.23354998702846,-98.9234115535569,39.77019929665871,-98.76232059871974
345,47.64803844698697,-122.14742458009376,40.61405396827037,-77.11596892204649
346,42.71127766657615,-93.33623220980637,30.98285901864457,-97.42981984749602
347,34.6101052981294,-80.60368780895381,44.230591689691245,-99.57052610087965
348,40.38641709968388,-98.61031577260009,40.71473025958625,-77.27627678794902
349,41.679720694144066,-97.56433368439632,31.14534301336976,-91.83694489444912
350,44.113350798032926,-69.94992945075813,45.12282687835418,-68.40331195715704
351,42.40587503295789,-70.93227403110774,36.11534571076129,-119.58072705661654
352,44.30416867898958,-72.14586923168245,47.56236498343866,-121.4328290420021
353,35.799729124836,-86.64369109127836,40.341766392043816,-82.8152922146576
354,38.90714358165577,-92.77020314622378,43.488095263556225,-84.55126732529041
355,41.25933894656141,-98.9260577134148,47.55393089199803,-99.81919692702485
356,47.13236995422836,-99.25211182456064,30.94393158056022,-97.63106845069743
357,44.865180854457456,-121.6984575945253,61.23152745787725,-152.34625131147845
358,44.11032595670817,-73.16954767893075,41.60200484646644,-71.71512514279485
359,36.488788213898786,-79.2986777925115,39.699385498982174,-98.49960923272081
360,43.98153182802517,-89.15910273182514,35.515734643084095,-96.9652524095108
361,35.97202936612117,-120.01024167083065,21.23424513752333,-157.40848430069184
362,42.81094026916664,-106.7902059180071,43.289784828475455,-71.6867418778551
363,31.40682338117898,-91.50003672209606,39.856240754625574,-98.76776946750783
364,38.53277873783113,-76.5938050667479,40.83339922892413,-77.08796373349416
365,41.37940414923539,-77.03989228890485,61.40396509807894,-152.5077675467256
366,21.57022902652581,-157.53492785127048,42.29944423754637,-71.52703736471192
367,39.967859212375366,-98.6233640581493,39.85076246978229,-98.47949234424547
368,43.60734423546539,-115.22528921315755,35.01229045776389,-92.22906557020924
369,31.90085930840054,-98.17566610885504,34.800227616459765,-106.39640352544448
370,43.17718618680644,-71.00247195247532,33.03932982164416,-83.68046140796238
371,44.51300187820561,-114.87635404490473,43.611789836488185,-71.56316750277585
372,38.863048878520054,-76.50867638260219,40.4827116160211,-82.60531747598507
373,30.94950254687092,-97.02043273865314,37.77945816119,-78.23110600209736
374,35.72779723549788,-120.2300557218165,39.75413060011109,-98.46792933782399
375,31.52290080089302,-92.48841082797098,39.653660907978505,-98.69072931557963
376,39.43993189587643,-98.73113285528851,32.858932352300876,-89.73346768588996
377,62.21096598008864,-153.24451894616067,21.05945474792377,-157.41978213308636
378,39.48754862618322,-76.96995797819419,35.06987934337842,-92.29190335574931
379,35.28900867034375,-79.64892376577778,44.370143328407686,-99.49988147675728
380,40.67546272513458,-98.99718097330882,39.84270928832945,-98.70447773164194
381,44.29213909933128,-115.0123646080354,36.08679008586707,-119.8402237561321
382,35.96524870016286,-96.7507769751292,44.40852305536367,-99.47360851646398
383,40.3952236834405,-98.55986017730258,36.12751974594287,-119.4701586674648
384,37.4258020175307,-84.05633748442258,39.87626849405476,-98.63669048922455
385,38.406100554768265,-77.31864352522774,38.60429347978545,-80.7810130473163
386,44.314262951605116,-89.54456711868943,35.64298734331565,-96.92158679706468
387,44.00234201898516,-71.41808487466841,34.98325813136525,-92.44304428474942
