transaction_id,customer_id,merchant_id,amount,time,is_fraud
79,429,2,38.81213685465557,2023-02-17 08:00:00,0
80,475,97,130.5125305626397,2023-05-02 16:00:00,0
81,86,53,65.56397546358058,2023-09-06 12:00:00,0
82,247,28,12.613325343695841,2023-07-25 13:00:00,0
83,463,8,499.8956075902351,2023-03-26 16:00:00,0
84,195,1,143.13248803005746,2023-07-19 13:00:00,0
85,136,59,250.62499928371724,2023-05-27 19:00:00,0
86,217,90,86.06729434454637,2023-10-12 11:00:00,0
87,339,92,83.02828409517736,2023-09-07 11:00:00,0
88,80,25,106.89498229877938,2023-06-01 17:00:00,0
89,112,8,24.95552688905251,2023-10-24 14:00:00,0
90,377,70,3.66835056113271,2023-02-01 10:00:00,0
91,383,41,300.49581125357594,2023-01-30 12:00:00,0
92,26,75,57.379060981508765,2023-09-02 16:00:00,0
93,258,68,33.19768483987264,2023-03-22 20:00:00,0
94,30,66,224.52062273805205,2023-02-11 14:00:00,0
95,436,24,151.57904915515272,2023-02-05 13:00:00,0
96,305,9,68.82389499473696,2023-12-12 17:00:00,0
97,442,31,40.28156695729184,2023-07-26 08:00:00,0
98,62,73,23.202765991310308,2023-05-07 15:00:00,0
99,297,77,166.5366041661833,2023-01-21 03:00:00,0
100,318,11,40.375312406288764,2023-08-03 14:00:00,0
101,337,75,16.439725102804932,2023-10-17 16:00:00,0
102,268,41,77.45623605709238,2023-05-14 18:00:00,0
103,105,86,13.6813115846664,2023-06-10 11:00:00,0
104,123,34,0.0011634823050432324,2023-07-22 13:00:00,0
105,68,86,361.48175362787754,2023-11-27 11:00:00,0
106,154,59,36.269117613417016,2023-06-11 14:00:00,0
107,476,97,135.43939412806242,2023-02-07 16:00:00,0
108,5,59,54.927057938722555,2023-11-15 09:00:00,0
109,289,13,169.70647506300529,2023-02-07 18:00:00,0
110,276,28,46.35302399667804,2023-09-17 10:00:00,0
111,136,17,89.3155023299958,2023-06-28 11:00:00,0
112,452,9,8.170455545483112,2023-05-06 19:00:00,0
113,190,37,151.70033059741118,2023-03-22 10:00:00,0
114,225,70,304.1185511110514,2023-12-27 16:00:00,0
115,155,79,35.17725691046352,2023-12-01 16:00:00,0
116,271,2,142.29802649098477,2023-12-08 07:00:00,0
117,419,71,46.08944761872568,2023-06-03 21:00:00,0
118,478,85,175.73946801280817,2023-02-23 23:00:00,0
119,481,18,253.8238075712038,2023-05-16 12:00:00,0
120,60,14,130.55665773552832,2023-10-11 21:00:00,0
121,80,35,21.721193189903325,2023-05-25 17:00:00,0
122,310,27,40.88866362702279,2023-06-25 11:00:00,0
123,105,88,129.84914234202142,2023-11-21 15:00:00,0
124,437,34,293.91755305092016,2023-09-16 17:00:00,0
125,251,33,154.27407178831197,2023-01-27 09:00:00,0
126,48,82,48.50848428490843,2023-08-05 12:00:00,0
127,425,36,122.03427641197982,2023-01-23 07:00:00,0
128,2,43,79.06063631889005,2023-03-08 12:00:00,0
129,327,34,126.7459247349778,2023-03-24 14:00:00,0
130,380,57,19.75435601599549,2023-10-10 11:00:00,0
131,362,55,14.123531011449272,2023-10-15 05:00:00,0
132,5,15,17.1112463876311,2023-02-08 18:00:00,0
133,484,89,111.68872457261294,2023-03-18 16:00:00,0
134,280,5,28.830613219322625,2023-07-09 12:00:00,0
135,299,71,236.53871012100743,2023-03-17 18:00:00,1
136,221,17,112.0919000889536,2023-01-22 15:00:00,0
137,158,47,36.64029645294619,2023-01-21 06:00:00,0
138,461,46,97.09910051382612,2023-04-18 15:00:00,0
139,350,32,7.080150641358879,2023-12-08 11:00:00,0
140,53,46,33.65338929517138,2023-10-14 20:00:00,0
141,453,53,5.824970382389809,2023-11-14 09:00:00,0
142,384,20,289.04462491680323,2023-05-02 18:00:00,0
143,443,21,22.18845179287726,2023-04-01 18:00:00,0
144,452,53,139.00606380986738,2023-01-13 19:00:00,0
145,92,95,56.56671840459809,2023-06-20 10:00:00,0
146,401,53,6.9888858496122985,2023-12-09 10:00:00,0
147,443,95,133.8971882367708,2023-05-08 13:00:00,0
148,137,21,54.94428230199097,2023-12-26 10:00:00,0
149,56,49,22.98320428713375,2023-01-20 08:00:00,0
150,440,61,31.27042059539351,2023-04-24 11:00:00,0
151,103,59,92.54253269426673,2023-06-29 14:00:00,0
152,157,30,7.859267448855108,2023-04-25 14:00:00,0
153,13,85,91.3905047758824,2023-04-09 11:00:00,0
154,205,43,104.55592808231317,2023-05-23 12:00:00,0
155,443,9,122.63202244500762,2023-05-23 17:00:00,0
156,180,83,37.52861984840892,2023-09-18 09:00:00,0
157,205,87,293.2451960942563,2023-10-02 18:00:00,0
158,170,4,16.821584686309702,2023-03-01 15:00:00,0
159,450,34,22.643977054999205,2023-04-02 16:00:00,0
160,298,34,120.77786855710812,2023-01-20 15:00:00,0
161,56,77,87.44917510906713,2023-08-11 13:00:00,0
162,177,94,59.82993733477004,2023-06-10 13:00:00,0
163,224,78,20.892093117129654,2023-09-19 18:00:00,0
164,60,50,377.25634756856647,2023-10-23 12:00:00,0
165,98,33,9.719999573861,2023-01-23 13:00:00,0
166,363,56,245.9808232896316,2023-01-01 13:00:00,0
167,267,69,128.53557519560596,2023-12-18 12:00:00,1
168,369,95,89.0267272289478,2023-12-10 07:00:00,0
169,101,47,125.19478326323366,2023-08-09 08:00:00,0
170,36,86,22.22318875893984,2023-06-19 16:00:00,0
171,320,41,31.58159142692778,2023-12-06 10:00:00,0
172,435,16,6.45665703233147,2023-06-03 11:00:00,0
173,260,40,111.7402734303147,2023-12-08 16:00:00,0
174,210,42,302.5999956634014,2023-07-26 19:00:00,0
175,357,38,269.8751193196384,2023-10-11 15:00:00,0
176,66,25,22.349613579934704,2023-08-04 15:00:00,0
177,341,49,73.69925411967152,2023-12-13 17:00:00,0
178,384,23,46.38035907562944,2023-11-12 17:00:00,0
179,292,39,31.314144858586385,2023-07-27 18:00:00,0
180,281,1,225.70964600590057,2023-06-05 23:00:00,0
181,147,27,99.49206573550218,2023-08-09 13:00:00,0
182,403,75,122.23432806039843,2023-11-07 19:00:00,0
183,336,42,275.32665471097386,2023-08-27 21:00:00,0
184,227,57,174.15031652071517,2023-12-12 10:00:00,0
185,110,66,35.81704585696388,2023-08-31 12:00:00,0
186,407,95,5.7815652847955,2023-03-28 13:00:00,0
187,338,11,106.47145091201232,2023-05-26 12:00:00,0
188,264,85,17.37491203951833,2023-11-21 19:00:00,0
189,318,43,168.26845626614076,2023-02-17 17:00:00,0
190,420,97,11.701917381063149,2023-05-01 15:00:00,0
191,345,40,72.36180576173268,2023-04-26 09:00:00,0
192,413,26,44.14332379172578,2023-03-17 10:00:00,0
193,13,6,36.787432595670374,2023-05-06 15:00:00,0
194,244,79,305.3679593846005,2023-02-07 16:00:00,0
195,234,54,283.2267604481353,2023-11-19 14:00:00,0
196,295,25,10.821788581405427,2023-12-23 05:00:00,0
197,197,64,21.550166000817743,2023-07-24 14:00:00,0
198,125,19,112.99196381880567,2023-12-02 23:00:00,0
199,353,1,57.84098472380772,2023-02-24 15:00:00,0
200,399,55,17.47884890733034,2023-04-23 16:00:00,0
201,91,90,26.084303111006463,2023-09-23 16:00:00,0
202,238,7,18.06643189430485,2023-10-13 10:00:00,1
203,128,16,72.34689746270512,2023-08-22 17:00:00,0
204,69,60,8.72525015240209,2023-12-08 17:00:00,1
205,272,72,11.131765141096672,2023-11-01 11:00:00,0
206,163,97,73.23550010191644,2023-08-15 08:00:00,0
207,314,93,24.788962947202297,2023-09-16 08:00:00,0
208,219,71,95.78955481509968,2023-08-17 11:00:00,0
209,460,21,77.84981270198163,2023-09-01 07:00:00,0
210,231,34,121.11521683350459,2023-05-07 06:00:00,0
211,431,82,204.42826532666186,2023-05-22 03:00:00,0
212,393,100,76.0364628507229,2023-09-24 14:00:00,0
213,249,81,41.12919143687304,2023-05-03 10:00:00,0
214,141,57,117.78946383162885,2023-02-09 15:00:00,0
215,366,37,22.855363873015357,2023-05-01 17:00:00,0
216,140,43,54.34722066342405,2023-06-13 13:00:00,1
217,458,70,99.00084710640918,2023-02-11 23:00:00,0
218,71,20,29.20547969219945,2023-04-29 09:00:00,1
219,197,89,180.86068113128852,2023-03-20 15:00:00,0
220,362,28,185.3589136467921,2023-02-02 21:00:00,0
221,213,53,60.019270603227056,2023-06-19 18:00:00,0
222,278,60,193.08423771734564,2023-08-01 11:00:00,0
223,32,27,49.073887003514955,2023-08-04 10:00:00,0
224,200,99,232.0484623499767,2023-10-27 13:00:00,0
225,485,90,344.40781205292114,2023-01-11 17:00:00,0
226,439,98,104.50279419847497,2023-10-22 05:00:00,0
227,195,62,56.822918427952,2023-01-04 18:00:00,0
228,483,46,81.88448455577073,2023-06-02 12:00:00,0
229,386,50,46.60646352937562,2023-08-03 11:00:00,0
230,276,96,46.13598139707214,2023-10-07 09:00:00,0
231,410,78,123.36270274066668,2023-04-23 17:00:00,1
232,250,29,24.547530863034297,2023-05-20 19:00:00,0
233,224,63,163.2167495491405,2023-01-15 13:00:00,0
234,200,44,79.5000881162235,2023-12-09 13:00:00,0
235,348,52,152.3076642025281,2023-03-26 15:00:00,0
236,431,60,162.4562067851931,2023-03-07 19:00:00,0
237,319,69,96.88316069352844,2023-01-14 15:00:00,0
238,465,51,18.618622226351217,2023-10-31 10:00:00,0
239,289,85,238.84533639455606,2023-01-14 15:00:00,0
240,43,83,90.92041659771152,2023-08-08 15:00:00,0
241,70,60,100.07362879314059,2023-04-04 14:00:00,0
242,26,34,64.23043058166897,2023-07-14 17:00:00,0
243,168,28,37.662521697529925,2023-08-21 10:00:00,0
244,168,44,24.196027699254998,2023-07-14 11:00:00,0
245,143,97,20.815689044425852,2023-08-04 14:00:00,0
246,130,11,119.12413448538466,2023-08-29 17:00:00,0
247,10,96,159.0819567208323,2023-10-04 16:00:00,0
248,27,45,117.88215082024153,2023-04-25 18:00:00,0
249,333,9,39.231959053585946,2023-11-30 14:00:00,0
250,21,97,21.186561829269568,2023-01-16 16:00:00,0
251,487,32,30.7388341009099,2023-04-13 15:00:00,0
252,430,3,168.70737152896345,2023-11-15 08:00:00,0
253,79,31,9.253746900507979,2023-03-06 11:00:00,0
254,243,86,45.9415424719779,2023-02-28 16:00:00,0
255,289,28,3.975935168054596,2023-08-27 15:00:00,0
256,359,33,39.01243994323304,2023-07-08 07:00:00,0
257,86,78,231.22405138111793,2023-11-07 12:00:00,0
258,494,96,174.53473539422617,2023-02-28 16:00:00,0
259,399,21,6.96244072573011,2023-06-09 15:00:00,0
260,56,75,680.5751219889282,2023-01-14 07:00:00,0
261,476,40,195.20921151433254,2023-10-22 17:00:00,0
262,347,49,27.64078463965971,2023-07-23 16:00:00,0
263,483,92,2.2681173282547915,2023-04-12 09:00:00,0
264,39,76,153.1265804358061,2023-12-20 13:00:00,0
265,426,81,26.398921839175493,2023-05-05 18:00:00,1
266,53,90,144.542199633491,2023-06-04 08:00:00,0
267,436,88,82.87271860742521,2023-11-04 15:00:00,0
268,413,16,199.82911169332198,2023-10-17 18:00:00,0
269,401,6,141.35840281196997,2023-06-27 14:00:00,0
270,273,55,122.89385376562178,2023-12-05 14:00:00,0
271,190,9,263.3621504116234,2023-09-17 15:00:00,0
272,332,44,41.8406403770263,2023-01-07 08:00:00,0
273,435,54,89.93309136890181,2023-09-08 16:00:00,0
274,55,56,60.65371787904519,2023-07-05 17:00:00,0
275,326,59,284.2015744951548,2023-12-29 09:00:00,0
276,79,56,69.38663315181398,2023-04-01 19:00:00,0
277,376,67,32.19812389614336,2023-11-30 18:00:00,0
278,139,79,101.04374874923896,2023-10-03 19:00:00,0
279,397,62,60.72851152877793,2023-08-27 16:00:00,0
280,224,94,181.62596409227902,2023-10-31 10:00:00,0
281,138,42,182.11160373501085,2023-05-06 20:00:00,0
282,426,12,324.21482115081915,2023-05-23 17:00:00,0
283,452,58,16.687078846063784,2023-05-05 03:00:00,0
284,385,60,32.43633796926085,2023-10-19 12:00:00,0
285,313,86,43.8388164165674,2023-07-14 21:00:00,0
286,173,4,3.225852154060481,2023-09-11 20:00:00,0
287,436,42,212.84049682314497,2023-04-04 14:00:00,0
288,250,28,107.60059781094083,2023-07-01 10:00:00,0
289,409,34,33.76002410770677,2023-06-24 16:00:00,0
290,144,77,589.1763984102353,2023-12-26 10:00:00,1
291,451,36,362.61908617206774,2023-10-12 15:00:00,0
292,6,67,187.98560713286727,2023-04-08 17:00:00,0
293,44,31,370.2699856597469,2023-07-28 11:00:00,0
294,251,72,191.42486548671397,2023-05-04 13:00:00,0
295,354,61,7.368409635684103,2023-11-27 13:00:00,0
296,365,63,26.054143697640793,2023-08-18 11:00:00,0
297,406,3,18.33113533939617,2023-02-17 12:00:00,0
298,151,29,361.4766832999243,2023-07-27 12:00:00,0
299,355,32,32.624063278218756,2023-06-06 13:00:00,0
300,340,75,39.49019720502683,2023-07-08 15:00:00,0
301,243,71,29.63368317562342,2023-09-29 12:00:00,0
302,177,55,112.08401313491106,2023-10-09 12:00:00,0
303,170,46,15.890420412443287,2023-12-26 16:00:00,0
304,233,35,199.99571820367424,2023-06-06 11:00:00,0
305,129,30,36.013737592778924,2023-03-03 13:00:00,0
306,370,25,162.86456581731287,2023-06-11 10:00:00,0
307,62,96,15.55769468113575,2023-10-02 14:00:00,0
308,487,98,31.971009457124445,2023-12-20 23:00:00,0
309,95,25,36.59513629547137,2023-04-21 13:00:00,0
310,379,62,5.866643774561698,2023-05-22 10:00:00,0
311,371,76,85.39912195648273,2023-09-26 20:00:00,0
312,306,37,150.08045438400285,2023-02-21 12:00:00,0
313,427,25,183.3257182239636,2023-06-01 15:00:00,0
314,117,47,220.29145338737806,2023-04-02 06:00:00,0
315,155,2,135.340693726407,2023-12-29 13:00:00,0
316,274,17,66.00622980074905,2023-05-21 08:00:00,0
317,24,7,52.223176206150136,2023-10-11 17:00:00,0
318,150,90,60.51178257517129,2023-03-06 12:00:00,0
319,327,97,302.50545124385474,2023-09-09 13:00:00,0
320,53,2,83.86986813733884,2023-10-21 12:00:00,0
321,146,61,26.11397580185179,2023-09-03 22:00:00,0
322,226,44,46.54910347280817,2023-04-05 13:00:00,0
323,495,7,20.489894517069903,2023-05-10 14:00:00,0
324,482,62,24.680862366950556,2023-02-28 09:00:00,0
325,421,9,261.89929190405377,2023-07-25 11:00:00,0
326,252,10,84.69057004785138,2023-10-23 17:00:00,0
327,323,88,45.79023123486684,2023-01-28 18:00:00,0
328,78,20,81.37000983889578,2023-10-16 11:00:00,0
329,486,39,111.70755334398083,2023-02-13 11:00:00,0
330,128,16,24.616596311174433,2023-10-13 15:00:00,0
331,392,54,0.06536043140703691,2023-11-07 10:00:00,0
332,306,80,157.30809748645834,2023-04-26 10:00:00,0
333,398,67,61.30864938250955,2023-07-14 11:00:00,0
334,231,57,9.846934359420757,2023-06-02 15:00:00,0
335,441,76,27.200120069694396,2023-08-08 10:00:00,0
336,157,73,63.12415992576712,2023-11-14 11:00:00,0
337,31,79,66.79968270904791,2023-02-20 11:00:00,0
338,486,98,90.85971300409066,2023-04-17 15:00:00,0
339,321,28,175.76656392285076,2023-05-16 11:00:00,0
340,339,11,3.0937348898737214,2023-03-22 19:00:00,0
341,123,23,95.48474309407133,2023-10-10 14:00:00,0
342,39,21,71.30519925597378,2023-01-02 05:00:00,0
343,210,58,182.74720079048132,2023-12-19 05:00:00,0
344,305,61,2.528874391132039,2023-05-30 20:00:00,0
345,17,30,93.73088225665997,2023-05-28 11:00:00,0
346,362,37,19.055058297267248,2023-12-26 15:00:00,0
347,441,59,138.93777065919565,2023-02-06 12:00:00,0
348,352,30,148.17988063188636,2023-05-16 19:00:00,0
349,404,81,264.71157526284793,2023-10-29 16:00:00,0
350,339,26,6.845571810228017,2023-08-06 21:00:00,1
351,59,70,149.2740140285175,2023-04-26 14:00:00,0
352,332,20,42.324790726652274,2023-05-17 19:00:00,0
353,424,19,270.61283654016364,2023-02-06 14:00:00,0
354,31,22,94.53684487618945,2023-06-07 15:00:00,0
355,305,96,294.05144851815083,2023-10-19 17:00:00,0
356,472,37,134.34915173846713,2023-08-13 12:00:00,0
357,64,60,461.61144654179714,2023-12-19 17:00:00,0
358,156,90,41.54728142540341,2023-07-26 19:00:00,0
359,483,35,42.066002157273154,2023-09-14 07:00:00,0
360,277,64,274.0849983650983,2023-08-13 12:00:00,0
361,42,77,6.380115113017133,2023-01-21 16:00:00,0
362,456,56,17.76815254560648,2023-06-15 13:00:00,0
363,310,33,28.32367884570469,2023-01-14 14:00:00,0
364,47,30,108.44538913974355,2023-12-12 02:00:00,0
365,429,74,234.71617837584068,2023-10-28 15:00:00,0
366,487,3,141.48918581217475,2023-12-11 20:00:00,0
367,421,35,51.48441192801495,2023-10-23 10:00:00,0
368,21,98,225.91698060308954,2023-03-31 20:00:00,0
369,241,67,31.69504858103928,2023-11-30 18:00:00,0
370,227,36,20.411629481893115,2023-04-03 09:00:00,0
371,300,56,12.77096217498297,2023-11-22 18:00:00,0
372,417,63,75.81229475460697,2023-02-16 12:00:00,0
373,241,45,90.6543281100516,2023-07-29 06:00:00,0
374,171,42,17.961186621831356,2023-12-10 13:00:00,0
375,54,21,42.15299899195753,2023-06-18 17:00:00,0
376,211,89,107.48802004719742,2023-09-11 14:00:00,0
377,148,85,107.01137519038946,2023-07-25 15:00:00,0
378,417,98,51.00239195282881,2023-10-09 19:00:00,0
379,19,59,86.00459963188796,2023-02-15 13:00:00,0
380,162,33,12.636750948930697,2023-06-15 14:00:00,0
381,60,99,3.298140208855304,2023-07-26 20:00:00,0
382,443,66,75.99108441883163,2023-01-01 16:00:00,0
383,337,70,35.14850256269303,2023-08-25 15:00:00,0
384,212,7,170.78240804053527,2023-04-07 09:00:00,0
385,266,47,5.1661285213504895,2023-11-15 06:00:00,0
386,388,64,117.7692041957704,2023-11-17 10:00:00,0
387,227,98,29.150017647661468,2023-01-27 16:00:00,0
388,105,35,44.50515334189824,2023-10-09 08:00:00,0
389,68,37,43.20438789798166,2023-08-13 13:00:00,0
390,451,90,163.84266843651193,2023-09-06 19:00:00,0
391,63,4,183.8277093112653,2023-11-19 07:00:00,0
392,312,31,47.96359089306733,2023-12-30 02:00:00,0
393,82,40,61.456527463641855,2023-10-10 12:00:00,0
394,8,71,269.6441025397904,2023-07-28 18:00:00,0
395,48,29,75.83731970333133,2023-02-28 14:00:00,0
396,237,16,64.54932651471988,2023-11-28 15:00:00,0
397,427,20,354.5676737763038,2023-09-13 15:00:00,0
398,478,92,125.44007765248352,2023-05-30 10:00:00,0
399,261,91,94.88031683082929,2023-05-20 10:00:00,0
400,213,62,108.40520033830263,2023-08-30 13:00:00,0
401,125,59,51.618622637886745,2023-10-10 16:00:00,0
402,75,50,168.56226803821806,2023-04-08 05:00:00,0
403,472,77,11.1908930035361,2023-09-18 08:00:00,0
404,383,18,53.30243987856997,2023-02-05 11:00:00,0
405,142,99,50.295553338270715,2023-08-01 11:00:00,0
406,175,65,17.056616928390106,2023-05-17 14:00:00,0
407,421,1,18.416764668961786,2023-05-25 13:00:00,0
408,372,39,81.42769652071141,2023-10-28 11:00:00,0
409,297,85,317.2899351594003,2023-09-08 21:00:00,0
410,444,20,217.31525955061656,2023-08-17 14:00:00,0
411,276,62,99.37676730375314,2023-06-26 14:00:00,0
412,171,71,139.59321853156544,2023-10-06 16:00:00,0
413,194,59,131.4891195820636,2023-06-14 11:00:00,0
414,446,25,15.833505482968752,2023-12-24 21:00:00,0
415,123,74,56.44052250976836,2023-07-16 18:00:00,0
416,120,100,246.5818778071359,2023-07-30 14:00:00,0
417,23,41,72.17430582178052,2023-08-31 13:00:00,0
418,362,49,85.10701011270652,2023-07-17 18:00:00,0
419,340,84,130.33175780816856,2023-03-19 13:00:00,0
420,254,5,111.1980720548938,2023-03-06 15:00:00,0
421,258,76,152.9232062481517,2023-06-19 13:00:00,0
422,446,13,463.8965239229588,2023-08-14 16:00:00,0
423,52,68,116.48981180973006,2023-08-22 20:00:00,0
424,8,93,278.92025055890326,2023-03-15 18:00:00,0
425,210,84,36.703761863891735,2023-03-21 08:00:00,0
426,39,61,53.98999119392918,2023-05-16 16:00:00,0
427,174,80,141.58590338737292,2023-12-21 12:00:00,0
428,204,84,8.78782932996094,2023-02-11 09:00:00,0
429,437,43,17.79540448524371,2023-12-12 18:00:00,0
430,440,69,2.3993304648808653,2023-07-14 20:00:00,0
431,489,41,260.9977449209915,2023-11-17 15:00:00,0
432,368,98,5.194874311459001,2023-09-07 12:00:00,0
433,447,70,2.90709216796071,2023-01-19 06:00:00,0
434,317,9,1.1366895662418233,2023-05-01 19:00:00,0
435,324,88,88.75872005714682,2023-05-28 13:00:00,0
436,117,96,364.20116453299835,2023-02-16 13:00:00,0
437,223,13,31.67566754287018,2023-11-21 17:00:00,0
438,361,13,46.95588809727146,2023-08-16 09:00:00,0
439,86,89,178.59575708045602,2023-06-03 13:00:00,0
440,463,4,25.4013357069355,2023-01-24 11:00:00,0
441,167,8,41.16657106188566,2023-05-31 13:00:00,0
442,184,48,8.722039666546804,2023-08-09 10:00:00,0
443,75,32,40.706816079393754,2023-09-29 02:00:00,0
444,211,73,75.48961814804646,2023-12-16 12:00:00,0
445,406,24,142.77871213455,2023-03-29 19:00:00,0
446,90,11,16.16363423177122,2023-11-09 15:00:00,0
447,446,49,113.84885331551513,2023-11-14 09:00:00,0
448,350,31,3.5288068542029665,2023-09-12 06:00:00,0
449,468,75,102.58391190380263,2023-03-15 10:00:00,0
450,119,60,217.23124564704275,2023-11-23 16:00:00,0
451,131,59,52.984531015300284,2023-05-11 09:00:00,0
452,342,2,111.59126098179419,2023-08-27 10:00:00,0
453,462,37,50.58250843418695,2023-12-13 17:00:00,0
454,280,21,133.92235690718925,2023-02-07 16:00:00,0
455,227,45,8.471906250393827,2023-10-28 09:00:00,0
456,154,82,16.984156636460163,2023-08-06 17:00:00,0
457,354,33,201.06735676349174,2023-08-22 17:00:00,0
458,433,39,63.05127444514089,2023-04-12 21:00:00,0
459,197,62,40.09025337516593,2023-02-24 07:00:00,0
460,122,49,190.09575256026636,2023-10-20 06:00:00,0
461,184,74,173.31503134101564,2023-06-01 14:00:00,0
462,359,38,151.1933330383703,2023-01-12 15:00:00,1
463,425,85,144.97171906671588,2023-07-22 10:00:00,0
464,141,2,200.66550029425972,2023-10-17 11:00:00,0
465,443,88,39.20495662842343,2023-01-26 17:00:00,0
466,467,78,90.19979306056842,2023-09-12 15:00:00,0
467,427,37,56.04753034927772,2023-04-28 16:00:00,0
468,311,46,146.35267886230008,2023-04-23 21:00:00,0
469,326,25,98.17100940501913,2023-11-14 09:00:00,0
470,129,87,24.68138568001089,2023-12-04 17:00:00,0
471,349,18,189.34361533710882,2023-11-18 15:00:00,0
472,50,81,132.48277749529015,2023-11-27 10:00:00,0
473,21,40,40.34244487742304,2023-08-14 17:00:00,0
474,18,75,1.3776881677615842,2023-07-06 13:00:00,0
475,375,17,79.43943957336256,2023-02-16 09:00:00,0
476,466,38,35.08803783889429,2023-06-17 21:00:00,0
477,383,54,82.99285727291361,2023-03-31 14:00:00,0
478,103,17,7.1919384449061265,2023-10-04 17:00:00,0
479,449,47,249.21496157845496,2023-09-29 07:00:00,0
480,257,35,15.464583755069372,2023-03-26 18:00:00,0
